"2009-03-31","Himachal Pradesh","Videocon Telecommunications","0"
"2009-03-31","HP","Dishnet Wireless","2.685"
"2009-03-31","HP","Idea Cellular ","5.88"
"2009-03-31","HP","Reliance Telecom","21.23"
"2009-03-31","HP","S Tel Pvt. Ltd","0"
"2009-03-31","HP","Vodafone Essar","1.39167"
"2009-03-31","J & K","Bharti Airtel Ltd","140.337"
"2009-03-31","J & K","Dishnet Wireless","41.5467"
"2009-03-31","J & K","Vodafone Essar","0"
"2009-03-31","J&K","Idea Cellular ","0"
"2009-03-31","Karnataka","Aircel Limited","0"
"2009-03-31","Karnataka","Bharti Airtel Ltd","749.54"
"2009-03-31","Karnataka","Etisalat DB Telecom ","0"
"2009-03-31","Karnataka","Spice Commns.","91.732"
"2009-03-31","Karnataka","Uninor","0"
"2009-03-31","Karnataka","Videocon Telecommunications","0"
"2009-03-31","Karnataka","Vodafone Essar","213.89"
"2009-03-31","Kerala","Aircel Limited","0"
"2009-03-31","Kerala","Bharti Airtel Ltd","150.747"
"2009-03-31","Kerala","Etisalat DB Telecom ","0"
"2009-03-31","Kerala","Idea Cellular ","260.188"
"2009-03-31","Kerala","Uninor","0"
"2009-03-31","Kerala","Videocon Telecommunications","0"
"2009-03-31","Kerala","Vodafone Essar","186.962"
"2009-03-31","Kolkata","Aircel Limited","8.165"
"2009-03-31","Kolkata","Bharti Airtel Ltd","161.466"
"2009-03-31","Kolkata","Idea Cellular ","0"
"2009-03-31","Kolkata","Reliable Internet","18.31"
"2009-03-31","Kolkata","Uninor","0"
"2009-03-31","Kolkata","Vodafone Essar","166.709"
"2009-03-31","M.P","Reliance Telecom","74.6937"
"2009-03-31","Madhya Pradesh","Videocon Telecommunications","0"
"2009-03-31","Maharashtra","Aircel Limited","0"
"2009-03-31","Maharashtra","Bharti Airtel Ltd","341.475"
"2009-03-31","Maharashtra","Etisalat DB Telecom ","0"
"2009-03-31","Maharashtra ","Idea Cellular ","478.52"
"2009-03-31","Maharashtra","Uninor","0"
